combat_type,defense_leader,season_id,counter_leader,counter_units,defense_units,seen,win_percent,avg_banners,raw_text,source_url,skipped_duplicate_team_count
characters,GLREY,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['GLREY', 'BARRISSOFFEE', 'BENSOLO', 'CALKESTIS', 'REYJEDITRAINING']",142,86.0,48.32,Seen 142 Win % 86% Avg 48.32,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",327,84.0,46.24,Seen 327 Win % 84% Avg 46.24,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'FULCRUMAHSOKA']",155,83.0,46.66,Seen 155 Win % 83% Avg 46.66,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['GLREY', 'BARRISSOFFEE', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",137,81.0,44.53,Seen 137 Win % 81% Avg 44.53,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['GLREY', 'BENSOLO', 'CALKESTIS', 'EZRAEXILE', 'REYJEDITRAINING']",162,80.0,44.81,Seen 162 Win % 80% Avg 44.81,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,CEREJUNDA,"['CEREJUNDA', 'CALKESTIS', 'KYLORENUNMASKED', 'MAULS7', 'TARONMALICOS']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",153,77.0,47.95,Seen 153 Win % 77% Avg 47.95,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,QUEENAMIDALA,"['QUEENAMIDALA', 'BADBATCHECHO', 'MASTERQUIGON', 'PADAWANOBIWAN', 'SHAAKTI']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",246,75.0,48.75,Seen 246 Win % 75% Avg 48.75,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,CEREJUNDA,"['CEREJUNDA', 'CALKESTIS', 'MAULS7', 'NINTHSISTER', 'TARONMALICOS']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",139,67.0,41.68,Seen 139 Win % 67% Avg 41.68,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,CEREJUNDA,"['CEREJUNDA', 'FULCRUMAHSOKA', 'KYLORENUNMASKED', 'MAULS7', 'TARONMALICOS']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",223,52.0,32.02,Seen 223 Win % 52% Avg 32.02,https://swgoh.gg/gac/counters/GLREY/,1
characters,GLREY,,CEREJUNDA,"['CEREJUNDA', 'FULCRUMAHSOKA', 'MAULS7', 'NINTHSISTER', 'TARONMALICOS']","['GLREY', '50RT', 'BENSOLO', 'CALKESTIS', 'GENERALKENOBI']",117,32.0,20.8,Seen 117 Win % 32% Avg 20.8,https://swgoh.gg/gac/counters/GLREY/,1
characters,JABBATHEHUTT,,GLAHSOKATANO,"['GLAHSOKATANO', 'EZRAEXILE', 'GENERALSYNDULLA', 'HUYANG', 'PADAWANSABINE']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",673,99.0,64.56,Seen 673 Win % 99% Avg 64.56,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,GLAHSOKATANO,"['GLAHSOKATANO', 'EZRAEXILE', 'GENERALSYNDULLA', 'HUYANG', 'PADAWANSABINE']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",890,99.0,64.34,Seen 890 Win % 99% Avg 64.34,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,GLAHSOKATANO,"['GLAHSOKATANO', 'EZRAEXILE', 'GENERALSYNDULLA', 'HUYANG', 'PADAWANSABINE']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'EMBO', 'KRRSANTAN']",130,99.0,64.0,Seen 130 Win % 99% Avg 64,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FIRSTORDEROFFICERMALE', 'GENERALHUX', 'KYLORENUNMASKED']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",245,99.0,62.3,Seen 245 Win % 99% Avg 62.3,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,THIRDSISTER,"['THIRDSISTER', 'FIFTHBROTHER', 'GRANDINQUISITOR', 'INQUISITORBARRISS', 'SEVENTHSISTER']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",99,98.0,64.15,Seen 99 Win % 98% Avg 64.15,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,CASSIANUNDERCOVER,"['CASSIANUNDERCOVER', 'CINTA', 'KLEYA', 'LUTHENRAEL', 'VEL']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",98,98.0,64.16,Seen 98 Win % 98% Avg 64.16,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",1452,98.0,61.9,"Seen 1,452 Win % 98% Avg 61.9",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FIRSTORDEROFFICERMALE', 'GENERALHUX', 'KYLORENUNMASKED']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",176,98.0,61.78,Seen 176 Win % 98% Avg 61.78,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['JABBATHEHUTT', 'BOUSHH', 'CADBANE', 'KRRSANTAN', 'UNDERCOVERLANDO']",105,98.0,62.05,Seen 105 Win % 98% Avg 62.05,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FIRSTORDERTROOPER', 'FOSITHTROOPER', 'GENERALHUX']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",206,98.0,61.54,Seen 206 Win % 98% Avg 61.54,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,LORDVADER,"['LORDVADER', 'APPO', 'DISGUISEDCLONETROOPER', 'OPERATIVE', 'SCORCH']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'EMBO', 'KRRSANTAN']",232,97.0,58.75,Seen 232 Win % 97% Avg 58.75,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,QUEENAMIDALA,"['QUEENAMIDALA', 'BADBATCHECHO', 'MASTERQUIGON', 'PADAWANOBIWAN', 'SHAAKTI']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",282,97.0,63.17,Seen 282 Win % 97% Avg 63.17,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,GLLEIA,"['GLLEIA', 'ADMIRALRADDUS', 'CAPTAINDROGAN', 'JYNERSO', 'R2D2_LEGENDARY']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",191,97.0,62.3,Seen 191 Win % 97% Avg 62.3,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,QUEENAMIDALA,"['QUEENAMIDALA', 'GRANDMASTERYODA', 'MASTERQUIGON', 'PADAWANOBIWAN', 'SHAAKTI']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",157,96.0,62.8,Seen 157 Win % 96% Avg 62.8,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FIRSTORDERTROOPER', 'FOSITHTROOPER', 'GENERALHUX']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",151,96.0,60.48,Seen 151 Win % 96% Avg 60.48,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",1130,96.0,60.3,"Seen 1,130 Win % 96% Avg 60.3",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,THIRDSISTER,"['THIRDSISTER', 'EIGHTHBROTHER', 'FIFTHBROTHER', 'GRANDINQUISITOR', 'SEVENTHSISTER']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",238,95.0,60.98,Seen 238 Win % 95% Avg 60.98,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,THIRDSISTER,"['THIRDSISTER', 'EIGHTHBROTHER', 'FIFTHBROTHER', 'GRANDINQUISITOR', 'SEVENTHSISTER']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",170,95.0,61.14,Seen 170 Win % 95% Avg 61.14,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SUPREMELEADERKYLOREN,"['SUPREMELEADERKYLOREN', 'DARKREY', 'FOSITHTROOPER', 'GENERALHUX', 'KYLORENUNMASKED']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'EMBO', 'KRRSANTAN']",217,94.0,58.87,Seen 217 Win % 94% Avg 58.87,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'GENERALKENOBI', 'GENERALSKYWALKER']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",96,93.0,60.05,Seen 96 Win % 93% Avg 60.05,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,LORDVADER,"['LORDVADER', 'APPO', 'DISGUISEDCLONETROOPER', 'OPERATIVE', 'SCORCH']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",1533,93.0,56.21,"Seen 1,533 Win % 93% Avg 56.21",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,GLLEIA,"['GLLEIA', 'ADMIRALRADDUS', 'CAPTAINDROGAN', 'JYNERSO', 'R2D2_LEGENDARY']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",136,93.0,59.51,Seen 136 Win % 93% Avg 59.51,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,QUEENAMIDALA,"['QUEENAMIDALA', 'BADBATCHECHO', 'GRANDMASTERYODA', 'MASTERQUIGON', 'PADAWANOBIWAN']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",142,92.0,60.42,Seen 142 Win % 92% Avg 60.42,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,LORDVADER,"['LORDVADER', 'APPO', 'DISGUISEDCLONETROOPER', 'OPERATIVE', 'SCORCH']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",1102,92.0,55.57,"Seen 1,102 Win % 92% Avg 55.57",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,LORDVADER,"['LORDVADER', 'APPO', 'DISGUISEDCLONETROOPER', 'OPERATIVE', 'SCORCH']","['JABBATHEHUTT', 'BOUSHH', 'CADBANE', 'KRRSANTAN', 'UNDERCOVERLANDO']",97,91.0,55.31,Seen 97 Win % 91% Avg 55.31,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,QUEENAMIDALA,"['QUEENAMIDALA', 'GRANDMASTERYODA', 'MASTERQUIGON', 'PADAWANOBIWAN', 'SHAAKTI']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",163,91.0,59.28,Seen 163 Win % 91% Avg 59.28,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,QUEENAMIDALA,"['QUEENAMIDALA', 'BADBATCHECHO', 'MASTERQUIGON', 'PADAWANOBIWAN', 'SHAAKTI']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",341,90.0,58.88,Seen 341 Win % 90% Avg 58.88,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'B2SUPERBATTLEDROID', 'BT1', 'IG90', 'TRIPLEZERO']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",2633,88.0,57.16,"Seen 2,633 Win % 88% Avg 57.16",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JABBATHEHUTT,"['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",100,87.0,55.46,Seen 100 Win % 87% Avg 55.46,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'MACEWINDU', 'PADMEAMIDALA']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",530,86.0,55.42,Seen 530 Win % 86% Avg 55.42,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'B2SUPERBATTLEDROID', 'BT1', 'IG90', 'TRIPLEZERO']","['JABBATHEHUTT', 'BOUSHH', 'CADBANE', 'KRRSANTAN', 'UNDERCOVERLANDO']",207,86.0,56.04,Seen 207 Win % 86% Avg 56.04,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'B2SUPERBATTLEDROID', 'BT1', 'IG90', 'TRIPLEZERO']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'EMBO', 'KRRSANTAN']",652,85.0,55.41,Seen 652 Win % 85% Avg 55.41,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'B2SUPERBATTLEDROID', 'BT1', 'IG90', 'TRIPLEZERO']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",4071,85.0,55.16,"Seen 4,071 Win % 85% Avg 55.16",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'MACEWINDU', 'PADMEAMIDALA']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'EMBO', 'KRRSANTAN']",110,82.0,52.75,Seen 110 Win % 82% Avg 52.75,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,EMPERORPALPATINE,"['EMPERORPALPATINE', 'GRANDMOFFTARKIN', 'MARAJADE', 'ROYALGUARD', 'VADERDUELSEND']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",95,82.0,52.29,Seen 95 Win % 82% Avg 52.29,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",104,81.0,54.88,Seen 104 Win % 81% Avg 54.88,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'GENERALKENOBI', 'PADMEAMIDALA']","['JABBATHEHUTT', 'BOUSHH', 'CADBANE', 'KRRSANTAN', 'UNDERCOVERLANDO']",119,81.0,52.34,Seen 119 Win % 81% Avg 52.34,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'GENERALKENOBI', 'PADMEAMIDALA']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",1152,79.0,50.84,"Seen 1,152 Win % 79% Avg 50.84",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JABBATHEHUTT,"['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",136,78.0,50.63,Seen 136 Win % 78% Avg 50.63,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'GENERALKENOBI', 'GENERALSKYWALKER']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",94,77.0,49.64,Seen 94 Win % 77% Avg 49.64,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SITHPALPATINE,"['SITHPALPATINE', 'DARTHBANE']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",146,77.0,51.88,Seen 146 Win % 77% Avg 51.88,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'BT1', 'IG90', 'TRIPLEZERO', 'VADER']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",975,76.0,48.37,Seen 975 Win % 76% Avg 48.37,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'MACEWINDU', 'PADMEAMIDALA']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",731,75.0,48.14,Seen 731 Win % 75% Avg 48.14,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'BT1', 'IG90', 'TRIPLEZERO', 'VADER']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'EMBO', 'KRRSANTAN']",225,74.0,47.36,Seen 225 Win % 74% Avg 47.36,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', '4LOM', 'BT1', 'IG90', 'TRIPLEZERO']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",112,73.0,46.33,Seen 112 Win % 73% Avg 46.33,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', 'BT1', 'IG90', 'TRIPLEZERO', 'VADER']","['JABBATHEHUTT', 'BOUSHH', 'CADBANE', 'KRRSANTAN', 'UNDERCOVERLANDO']",100,73.0,47.11,Seen 100 Win % 73% Avg 47.11,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JABBATHEHUTT,"['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",109,72.0,46.5,Seen 109 Win % 72% Avg 46.5,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,SATELESHAN,"['SATELESHAN', 'BASTILASHAN', 'JEDIKNIGHTREVAN', 'JOLEEBINDO', 'JUHANI']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",137,71.0,47.12,Seen 137 Win % 71% Avg 47.12,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,DOCTORAPHRA,"['DOCTORAPHRA', '4LOM', 'BT1', 'IG90', 'TRIPLEZERO']","['JABBATHEHUTT', 'BOBAFETT', 'BOUSHH', 'KRRSANTAN', 'UNDERCOVERLANDO']",89,70.0,44.98,Seen 89 Win % 70% Avg 44.98,https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
characters,JABBATHEHUTT,,JEDIMASTERKENOBI,"['JEDIMASTERKENOBI', 'AHSOKATANO', 'COMMANDERAHSOKA', 'GENERALKENOBI', 'PADMEAMIDALA']","['JABBATHEHUTT', 'BOUSHH', 'EMBO', 'KRRSANTAN', 'UNDERCOVERLANDO']",1512,70.0,44.83,"Seen 1,512 Win % 70% Avg 44.83",https://swgoh.gg/gac/counters/JABBATHEHUTT/,1
